id;seg_type;seg_id;swing_ratios
ArtPepper_Anthropology_FINAL.sv;phrases;44;0.6020469596628537
ArtPepper_Anthropology_FINAL.sv;phrases;44;0.6101281269066504
ArtPepper_Anthropology_FINAL.sv;phrases;44;1.1534025374855823
ArtPepper_Anthropology_FINAL.sv;phrases;44;1.1299435028248588
ArtPepper_Anthropology_FINAL.sv;phrases;45;1.1587485515643106
ArtPepper_Anthropology_FINAL.sv;phrases;45;1.17096018735363
ArtPepper_Anthropology_FINAL.sv;phrases;45;1.5455950540958268
ArtPepper_Anthropology_FINAL.sv;phrases;45;1.122334455667789
ArtPepper_Anthropology_FINAL.sv;phrases;45;0.911577028258888
ArtPepper_Anthropology_FINAL.sv;phrases;45;1.7436791630340016
ArtPepper_BluesForBlanche_FINAL.sv;phrases;9;1.228501228501229
ArtPepper_BluesForBlanche_FINAL.sv;phrases;9;1.17096018735363
ArtPepper_BluesForBlanche_FINAL.sv;phrases;9;2.4154589371980677
ArtPepper_BluesForBlanche_FINAL.sv;phrases;9;1.9880715705765408
ArtPepper_BluesForBlanche_FINAL.sv;phrases;9;1.6313213703099512
ArtPepper_BluesForBlanche_FINAL.sv;phrases;9;2.4096385542168677
ArtPepper_BluesForBlanche_FINAL.sv;phrases;9;2.066115702479339
ArtPepper_BluesForBlanche_FINAL.sv;phrases;9;2.157497303128371
ArtPepper_BluesForBlanche_FINAL.sv;phrases;13;1.7094017094017095
ArtPepper_BluesForBlanche_FINAL.sv;phrases;13;1.095290251916758
ArtPepper_BluesForBlanche_FINAL.sv;phrases;13;1.075268817204301
ArtPepper_BluesForBlanche_FINAL.sv;phrases;13;1.3333333333333333
ArtPepper_BluesForBlanche_FINAL.sv;phrases;13;1.7361111111111112
ArtPepper_BluesForBlanche_FINAL.sv;phrases;13;0.9310986964618247
ArtPepper_BluesForBlanche_FINAL.sv;phrases;13;1.3908205841446457
ArtPepper_BluesForBlanche_FINAL.sv;phrases;13;1.9436345966958213
ArtPepper_BluesForBlanche_FINAL.sv;phrases;13;0.9074410163339384
ArtPepper_BluesForBlanche_FINAL.sv;phrases;13;1.2376237623762376
ArtPepper_BluesForBlanche_FINAL.sv;phrases;13;1.1325028312570782
ArtPepper_BluesForBlanche_FINAL.sv;phrases;13;0.7680491551459293
ArtPepper_BluesForBlanche_FINAL.sv;phrases;18;0.6675567423230975
ArtPepper_BluesForBlanche_FINAL.sv;phrases;18;1.6051364365971108
ArtPepper_BluesForBlanche_FINAL.sv;phrases;18;1.2515644555694618
ArtPepper_BluesForBlanche_FINAL.sv;phrases;18;1.109877913429523
ArtPepper_BluesForBlanche_FINAL.sv;phrases;18;1.6339869281045751
ArtPepper_BluesForBlanche_FINAL.sv;phrases;18;1.3774104683195594
ArtPepper_BluesForBlanche_FINAL.sv;phrases;22;1.5313935681470137
ArtPepper_BluesForBlanche_FINAL.sv;phrases;22;0.992063492063492
ArtPepper_BluesForBlanche_FINAL.sv;phrases;22;2.383790226460071
ArtPepper_BluesForBlanche_FINAL.sv;phrases;22;0.9225092250922508
ArtPepper_BluesForBlanche_FINAL.sv;phrases;22;1.1904761904761905
ArtPepper_BluesForBlanche_FINAL.sv;phrases;22;1.0121457489878545
ArtPepper_BluesForBlanche_FINAL.sv;phrases;22;1.510574018126888
ArtPepper_BluesForBlanche_FINAL.sv;phrases;22;2.0222446916076846
ArtPepper_BluesForBlanche_FINAL.sv;phrases;22;1.277139208173691
ArtPepper_BluesForBlanche_FINAL.sv;phrases;24;1.7167381974248928
ArtPepper_BluesForBlanche_FINAL.sv;phrases;24;1.1560693641618498
ArtPepper_BluesForBlanche_FINAL.sv;phrases;24;1.075268817204301
ArtPepper_BluesForBlanche_FINAL.sv;phrases;24;1.483679525222552
ArtPepper_BluesForBlanche_FINAL.sv;phrases;24;1.4771048744460855
ArtPepper_BluesForBlanche_FINAL.sv;phrases;24;0.9881422924901184
ArtPepper_BluesForBlanche_FINAL.sv;phrases;26;1.0660980810234542
ArtPepper_BluesForBlanche_FINAL.sv;phrases;26;1.99203187250996
ArtPepper_BluesForBlanche_FINAL.sv;phrases;26;1.5873015873015872
ArtPepper_BluesForBlanche_FINAL.sv;phrases;26;2.004008016032064
ArtPepper_BluesForBlanche_FINAL.sv;phrases;26;1.1494252873563218
ArtPepper_BluesForBlanche_FINAL.sv;phrases;26;2.002002002002002
ArtPepper_BluesForBlanche_FINAL.sv;phrases;26;1.838235294117647
ArtPepper_BluesForBlanche_FINAL.sv;phrases;26;1.4992503748125936
ArtPepper_BluesForBlanche_FINAL.sv;phrases;29;2.1367521367521367
ArtPepper_BluesForBlanche_FINAL.sv;phrases;29;1.400560224089636
ArtPepper_BluesForBlanche_FINAL.sv;phrases;29;1.3315579227696406
ArtPepper_BluesForBlanche_FINAL.sv;phrases;29;1.680672268907563
ArtPepper_BluesForBlanche_FINAL.sv;phrases;29;1.3003901170351104
ArtPepper_BluesForBlanche_FINAL.sv;phrases;29;1.2254901960784317
ArtPepper_BluesForBlanche_FINAL.sv;phrases;29;1.5337423312883436
ArtPepper_BluesForBlanche_FINAL.sv;phrases;29;1.4792899408284024
ArtPepper_BluesForBlanche_FINAL.sv;phrases;29;1.8214936247723132
ArtPepper_BluesForBlanche_FINAL.sv;phrases;29;2.1141649048625792
ArtPepper_BluesForBlanche_FINAL.sv;phrases;29;1.070663811563169
ArtPepper_BluesForBlanche_FINAL.sv;phrases;31;1.5649452269170578
ArtPepper_BluesForBlanche_FINAL.sv;phrases;31;0.9569377990430624
ArtPepper_BluesForBlanche_FINAL.sv;phrases;31;1.0964912280701753
ArtPepper_BluesForBlanche_FINAL.sv;phrases;31;0.8849557522123894
ArtPepper_BluesForBlanche_FINAL.sv;phrases;31;2.2675736961451247
ArtPepper_BluesForBlanche_FINAL.sv;phrases;31;1.6103059581320451
ArtPepper_BluesForBlanche_FINAL.sv;phrases;35;0.9746588693957114
ArtPepper_BluesForBlanche_FINAL.sv;phrases;35;1.1160714285714286
ArtPepper_BluesForBlanche_FINAL.sv;phrases;35;1.3123359580052494
ArtPepper_BluesForBlanche_FINAL.sv;phrases;35;1.3986013986013988
ArtPepper_BluesForBlanche_FINAL.sv;phrases;35;2.0682523267838677
ArtPepper_BluesForBlanche_FINAL.sv;phrases;35;1.310615989515072
ArtPepper_BluesForBlanche_FINAL.sv;phrases;35;1.034126163391934
ArtPepper_BluesForBlanche_FINAL.sv;phrases;36;1.4814814814814814
ArtPepper_BluesForBlanche_FINAL.sv;phrases;36;2.4691358024691357
ArtPepper_BluesForBlanche_FINAL.sv;phrases;36;1.461988304093567
ArtPepper_BluesForBlanche_FINAL.sv;phrases;36;1.2453300124533
ArtPepper_BluesForBlanche_FINAL.sv;phrases;36;0.6377551020408163
ArtPepper_BluesForBlanche_FINAL.sv;phrases;36;0.6329113924050632
ArtPepper_BluesForBlanche_FINAL.sv;phrases;36;1.4492753623188408
ArtPepper_BluesForBlanche_FINAL.sv;phrases;36;0.9182736455463728
ArtPepper_BluesForBlanche_FINAL.sv;phrases;42;0.6523157208088716
ArtPepper_BluesForBlanche_FINAL.sv;phrases;42;1.162790697674419
ArtPepper_BluesForBlanche_FINAL.sv;phrases;42;1.1862396204033214
ArtPepper_BluesForBlanche_FINAL.sv;phrases;42;2.358490566037736
ArtPepper_BluesForBlanche_FINAL.sv;phrases;42;1.1961722488038278
ArtPepper_BluesForBlanche_FINAL.sv;phrases;42;1.506024096385542
ArtPepper_BluesForBlanche_FINAL.sv;phrases;42;1.6750418760469012
ArtPepper_BluesForBlanche_FINAL.sv;phrases;42;1.6750418760469012
ArtPepper_BluesForBlanche_FINAL.sv;phrases;42;1.400560224089636
ArtPepper_BluesForBlanche_FINAL.sv;phrases;42;1.5267175572519085
ArtPepper_BluesForBlanche_FINAL.sv;phrases;42;1.3458950201884252
ArtPepper_BluesForBlanche_FINAL.sv;phrases;42;1.892147587511826
ArtPepper_Desafinado_FINAL.sv;phrases;12;1.182033096926714
ArtPepper_Desafinado_FINAL.sv;phrases;12;1.7513134851138354
ArtPepper_Desafinado_FINAL.sv;phrases;12;1.8231540565177755
ArtPepper_Desafinado_FINAL.sv;phrases;12;0.4317789291882556
ArtPepper_Desafinado_FINAL.sv;phrases;12;1.1389521640091116
ArtPepper_Desafinado_FINAL.sv;phrases;12;2.159827213822894
ArtPepper_Desafinado_FINAL.sv;phrases;16;2.004008016032064
ArtPepper_Desafinado_FINAL.sv;phrases;16;1.2804097311139564
ArtPepper_Desafinado_FINAL.sv;phrases;16;1.2406947890818858
ArtPepper_Desafinado_FINAL.sv;phrases;16;1.7543859649122808
ArtPepper_Desafinado_FINAL.sv;phrases;16;1.8348623853211008
ArtPepper_Desafinado_FINAL.sv;phrases;16;0.5364806866952789
ArtPepper_InAMellowTone_FINAL.sv;phrases;1;2.277904328018223
ArtPepper_InAMellowTone_FINAL.sv;phrases;1;1.2048192771084338
ArtPepper_InAMellowTone_FINAL.sv;phrases;1;1.072961373390558
ArtPepper_InAMellowTone_FINAL.sv;phrases;1;1.375515818431912
ArtPepper_InAMellowTone_FINAL.sv;phrases;1;2.092050209205021
ArtPepper_InAMellowTone_FINAL.sv;phrases;1;2.1645021645021645
ArtPepper_InAMellowTone_FINAL.sv;phrases;1;1.7452006980802794
ArtPepper_InAMellowTone_FINAL.sv;phrases;1;2.178649237472767
ArtPepper_InAMellowTone_FINAL.sv;phrases;1;1.8450184501845015
ArtPepper_InAMellowTone_FINAL.sv;phrases;26;1.706484641638225
ArtPepper_InAMellowTone_FINAL.sv;phrases;26;1.6181229773462784
ArtPepper_InAMellowTone_FINAL.sv;phrases;26;1.0582010582010584
ArtPepper_InAMellowTone_FINAL.sv;phrases;26;1.669449081803005
ArtPepper_InAMellowTone_FINAL.sv;phrases;26;1.3315579227696406
ArtPepper_InAMellowTone_FINAL.sv;phrases;26;1.996007984031936
ArtPepper_InAMellowTone_FINAL.sv;phrases;26;0.8244023083264632
ArtPepper_InAMellowTone_FINAL.sv;phrases;37;1.5220700152207
ArtPepper_InAMellowTone_FINAL.sv;phrases;37;1.6313213703099512
ArtPepper_InAMellowTone_FINAL.sv;phrases;37;1.488095238095238
ArtPepper_InAMellowTone_FINAL.sv;phrases;37;1.4084507042253522
ArtPepper_InAMellowTone_FINAL.sv;phrases;37;1.8726591760299625
ArtPepper_InAMellowTone_FINAL.sv;phrases;37;0.4240882103477523
ArtPepper_InAMellowTone_FINAL.sv;phrases;41;1.76678445229682
ArtPepper_InAMellowTone_FINAL.sv;phrases;41;0.9551098376313276
ArtPepper_InAMellowTone_FINAL.sv;phrases;41;1.392757660167131
ArtPepper_InAMellowTone_FINAL.sv;phrases;41;0.8474576271186441
ArtPepper_InAMellowTone_FINAL.sv;phrases;41;1.1428571428571428
ArtPepper_InAMellowTone_FINAL.sv;phrases;41;2.1715526601520088
ArtPepper_InAMellowTone_FINAL.sv;phrases;51;2.9325513196480935
ArtPepper_InAMellowTone_FINAL.sv;phrases;51;1.146788990825688
ArtPepper_InAMellowTone_FINAL.sv;phrases;51;1.9880715705765408
ArtPepper_InAMellowTone_FINAL.sv;phrases;51;2.032520325203252
ArtPepper_InAMellowTone_FINAL.sv;phrases;51;1.9157088122605364
ArtPepper_InAMellowTone_FINAL.sv;phrases;51;1.3966480446927374
ArtPepper_InAMellowTone_FINAL.sv;phrases;55;1.8939393939393936
ArtPepper_InAMellowTone_FINAL.sv;phrases;55;1.5384615384615383
ArtPepper_InAMellowTone_FINAL.sv;phrases;55;1.1210762331838564
ArtPepper_InAMellowTone_FINAL.sv;phrases;55;0.8726003490401397
ArtPepper_InAMellowTone_FINAL.sv;phrases;55;1.2195121951219512
ArtPepper_InAMellowTone_FINAL.sv;phrases;55;1.17096018735363
ArtPepper_InAMellowTone_FINAL.sv;phrases;55;1.8570102135561743
ArtPepper_InAMellowTone_FINAL.sv;phrases;55;1.706484641638225
BennyCarter_It'sAWonderfulWorld-1_FINAL.sv;phrases;11;0.5497526113249038
BennyCarter_It'sAWonderfulWorld-1_FINAL.sv;phrases;11;1.1286681715575622
BennyCarter_It'sAWonderfulWorld-1_FINAL.sv;phrases;11;1.5151515151515151
BennyCarter_It'sAWonderfulWorld-1_FINAL.sv;phrases;11;0.5302226935312832
BennyCarter_It'sAWonderfulWorld-1_FINAL.sv;phrases;11;1.974333662388944
BennyCarter_It'sAWonderfulWorld-1_FINAL.sv;phrases;11;0.655307994757536
BennyCarter_JustFriends_FINAL.sv;phrases;1;0.7092198581560284
BennyCarter_JustFriends_FINAL.sv;phrases;1;0.6583278472679395
BennyCarter_JustFriends_FINAL.sv;phrases;1;0.8764241893076249
BennyCarter_JustFriends_FINAL.sv;phrases;1;0.7968127490039841
BennyCarter_JustFriends_FINAL.sv;phrases;1;0.6422607578676943
BennyCarter_JustFriends_FINAL.sv;phrases;1;1.5384615384615383
BennyCarter_JustFriends_FINAL.sv;phrases;1;1.394700139470014
BennyCarter_JustFriends_FINAL.sv;phrases;1;1.6611295681063123
BennyCarter_JustFriends_FINAL.sv;phrases;1;1.721170395869191
BennyCarter_JustFriends_FINAL.sv;phrases;1;1.4409221902017293
BennyCarter_JustFriends_FINAL.sv;phrases;1;1.2936610608020698
BennyCarter_JustFriends_FINAL.sv;phrases;1;1.17096018735363
BennyCarter_JustFriends_FINAL.sv;phrases;4;1.45985401459854
BennyCarter_JustFriends_FINAL.sv;phrases;4;1.6
BennyCarter_JustFriends_FINAL.sv;phrases;4;1.5082956259426847
BennyCarter_JustFriends_FINAL.sv;phrases;4;1.3280212483399734
BennyCarter_JustFriends_FINAL.sv;phrases;4;1.36986301369863
BennyCarter_JustFriends_FINAL.sv;phrases;4;2.3041474654377883
BennyCarter_JustFriends_FINAL.sv;phrases;4;1.8832391713747645
BennyCarter_JustFriends_FINAL.sv;phrases;4;0.6093845216331505
BennyCarter_JustFriends_FINAL.sv;phrases;4;1.9980019980019983
BennyCarter_JustFriends_FINAL.sv;phrases;4;1.9157088122605364
BennyCarter_JustFriends_FINAL.sv;phrases;4;0.4137360364087712
BennyCarter_JustFriends_FINAL.sv;phrases;4;1.939864209505335
BennyCarter_JustFriends_FINAL.sv;phrases;4;0.4847309743092583
BennyCarter_JustFriends_FINAL.sv;phrases;4;1.5873015873015872
BennyCarter_JustFriends_FINAL.sv;phrases;4;0.6775067750677507
BennyCarter_JustFriends_FINAL.sv;phrases;4;0.7326007326007326
BennyCarter_JustFriends_FINAL.sv;phrases;5;1.8518518518518516
BennyCarter_JustFriends_FINAL.sv;phrases;5;1.597444089456869
BennyCarter_JustFriends_FINAL.sv;phrases;5;1.180637544273908
BennyCarter_JustFriends_FINAL.sv;phrases;5;2.0876826722338206
BennyCarter_JustFriends_FINAL.sv;phrases;5;1.2453300124533
BennyCarter_JustFriends_FINAL.sv;phrases;5;2.134471718249733
BennyCarter_JustFriends_FINAL.sv;phrases;5;1.718213058419244
BennyCarter_JustFriends_FINAL.sv;phrases;5;0.9940357852882704
BennyCarter_JustFriends_FINAL.sv;phrases;5;2.0491803278688523
BennyCarter_JustFriends_FINAL.sv;phrases;5;1.3986013986013988
BennyCarter_JustFriends_FINAL.sv;phrases;5;1.7436791630340016
BennyCarter_JustFriends_FINAL.sv;phrases;5;1.8656716417910448
BennyCarter_JustFriends_FINAL.sv;phrases;5;0.6006006006006006
BennyCarter_JustFriends_FINAL.sv;phrases;5;0.4001600640256102
BennyCarter_JustFriends_FINAL.sv;phrases;7;2.4691358024691357
BennyCarter_JustFriends_FINAL.sv;phrases;7;2.621231979030144
BennyCarter_JustFriends_FINAL.sv;phrases;7;1.6260162601626016
BennyCarter_JustFriends_FINAL.sv;phrases;7;1.4771048744460855
BennyCarter_JustFriends_FINAL.sv;phrases;7;1.8467220683287169
BennyCarter_JustFriends_FINAL.sv;phrases;7;1.6260162601626016
BennyCarter_JustFriends_FINAL.sv;phrases;7;2.358490566037736
BennyCarter_JustFriends_FINAL.sv;phrases;10;1.976284584980237
BennyCarter_JustFriends_FINAL.sv;phrases;10;2.865329512893983
BennyCarter_JustFriends_FINAL.sv;phrases;10;2.0876826722338206
BennyCarter_JustFriends_FINAL.sv;phrases;10;2.8818443804034586
BennyCarter_JustFriends_FINAL.sv;phrases;10;2.865329512893983
BennyCarter_JustFriends_FINAL.sv;phrases;10;2.564102564102564
BennyCarter_JustFriends_FINAL.sv;phrases;10;2.638522427440633
BennyCarter_JustFriends_FINAL.sv;phrases;10;1.7035775127768311
BennyCarter_JustFriends_FINAL.sv;phrases;10;1.779359430604982
BennyCarter_JustFriends_FINAL.sv;phrases;10;2.8490028490028494
BennyCarter_JustFriends_FINAL.sv;phrases;14;0.8396305625524769
BennyCarter_JustFriends_FINAL.sv;phrases;14;3.5211267605633805
BennyCarter_JustFriends_FINAL.sv;phrases;14;0.5824111822947
BennyCarter_JustFriends_FINAL.sv;phrases;14;1.5772870662460567
BennyCarter_JustFriends_FINAL.sv;phrases;14;0.8006405124099278
BennyCarter_JustFriends_FINAL.sv;phrases;14;1.9157088122605364
BennyCarter_JustFriends_FINAL.sv;phrases;14;1.1918951132300355
BennyCarter_JustFriends_FINAL.sv;phrases;14;1.937984496124031
BennyCarter_JustFriends_FINAL.sv;phrases;14;1.9193857965451055
BennyCarter_JustFriends_FINAL.sv;phrases;14;0.9140767824497256
BennyCarter_JustFriends_FINAL.sv;phrases;14;2.100840336134454
BennyCarter_JustFriends_FINAL.sv;phrases;14;1.1750881316098707
BennyCarter_JustFriends_FINAL.sv;phrases;16;1.3736263736263736
BennyCarter_JustFriends_FINAL.sv;phrases;16;0.5165289256198348
BennyCarter_JustFriends_FINAL.sv;phrases;16;2.150537634408602
BennyCarter_JustFriends_FINAL.sv;phrases;16;0.7173601147776184
BennyCarter_JustFriends_FINAL.sv;phrases;16;1.326259946949602
BennyCarter_JustFriends_FINAL.sv;phrases;16;2.232142857142857
BennyCarter_JustFriends_FINAL.sv;phrases;17;2.2271714922048997
BennyCarter_JustFriends_FINAL.sv;phrases;17;1.5649452269170578
BennyCarter_JustFriends_FINAL.sv;phrases;17;2.157497303128371
BennyCarter_JustFriends_FINAL.sv;phrases;17;1.0298661174047374
BennyCarter_JustFriends_FINAL.sv;phrases;17;1.7301038062283738
BennyCarter_JustFriends_FINAL.sv;phrases;17;2.5477707006369426
BennyCarter_JustFriends_FINAL.sv;phrases;17;1.7167381974248928
BennyCarter_JustFriends_FINAL.sv;phrases;17;1.7543859649122808
BennyCarter_JustFriends_FINAL.sv;phrases;17;1.9305019305019304
BennyCarter_JustFriends_FINAL.sv;phrases;17;0.6531678641410843
BennyCarter_JustFriends_FINAL.sv;phrases;18;2.923976608187134
BennyCarter_JustFriends_FINAL.sv;phrases;18;1.5151515151515151
BennyCarter_JustFriends_FINAL.sv;phrases;18;1.728608470181504
BennyCarter_JustFriends_FINAL.sv;phrases;18;1.0857763300760044
BennyCarter_JustFriends_FINAL.sv;phrases;18;1.8939393939393936
BennyCarter_JustFriends_FINAL.sv;phrases;18;1.98019801980198
BennyCarter_JustFriends_FINAL.sv;phrases;18;0.8620689655172414
BennyCarter_JustFriends_FINAL.sv;phrases;18;0.8116883116883117
BennyCarter_JustFriends_FINAL.sv;phrases;18;0.6435006435006435
BennyCarter_JustFriends_FINAL.sv;phrases;18;2.1208907741251326
BennyCarter_JustFriends_FINAL.sv;phrases;19;1.529051987767584
BennyCarter_JustFriends_FINAL.sv;phrases;19;1.4925373134328357
BennyCarter_JustFriends_FINAL.sv;phrases;19;3.5650623885918
BennyCarter_JustFriends_FINAL.sv;phrases;19;1.6556291390728477
BennyCarter_JustFriends_FINAL.sv;phrases;19;0.9541984732824428
BennyCarter_JustFriends_FINAL.sv;phrases;19;1.3280212483399734
BennyCarter_JustFriends_FINAL.sv;phrases;19;1.4450867052023122
